User_id,First_tran_date,Location,Age,Gender
45990828,2019/07/06,Unknown,unknown,FEMALE
46309621,2020/02/14,Other Cities,unknown,FEMALE
39378390,2020/04/06,Other Cities,unknown,MALE
33265913,2019/10/07,Ho Chi Minh,unknown,MALE
32814128,2019/12/12,Other Cities,unknown,FEMALE
52694994,2020/01/19,Other Cities,unknown,MALE
48617470,2019/08/10,Other Cities,unknown,MALE
51223960,2019/11/29,Other Cities,unknown,MALE
47521039,2019/06/08,Other Cities,unknown,FEMALE
57106727,2020/07/14,Other Cities,unknown,MALE
44552920,2018/12/17,Other Cities,unknown,FEMALE
57113871,2020/07/14,Other Cities,unknown,MALE
58228008,2020/09/15,Other Cities,unknown,FEMALE
51165548,2019/11/27,Other Cities,unknown,MALE
58375551,2020/09/04,Other Cities,unknown,MALE
54258630,2020/03/08,Other Cities,unknown,FEMALE
3338026,2020/08/14,Other Cities,unknown,MALE
30223294,2020/10/30,Other Cities,unknown,FEMALE
57938800,2020/08/29,Other Cities,unknown,MALE
22620242,2020/11/19,Other Cities,unknown,FEMALE
56440069,2020/06/12,Other Cities,unknown,MALE
46884059,2019/07/23,Other Cities,unknown,MALE
49148711,2019/09/04,Other Cities,unknown,FEMALE
45129447,2019/08/05,Ha Noi,unknown,MALE
53328027,2020/02/16,Ho Chi Minh,unknown,MALE
37079615,2017/07/12,Ho Chi Minh,unknown,FEMALE
52082262,2019/12/27,Other Cities,unknown,MALE
17606852,2020/02/20,Other Cities,unknown,MALE
48560324,2019/08/26,Ho Chi Minh,unknown,FEMALE
42688531,2019/04/17,Other Cities,unknown,MALE
55024288,2020/04/26,Other Cities,unknown,MALE
54109642,2020/03/09,Other Cities,unknown,FEMALE
43373041,2018/10/21,Ho Chi Minh,unknown,MALE
47911862,2019/06/30,Unknown,unknown,FEMALE
43282659,2019/11/04,Ho Chi Minh,unknown,FEMALE
51552700,2020/02/12,Other Cities,unknown,FEMALE
46841842,2020/05/24,Other Cities,unknown,MALE
45270232,2020/07/20,Other Cities,unknown,FEMALE
54215598,2020/03/19,Other Cities,unknown,FEMALE
18102431,2019/10/03,Ho Chi Minh,unknown,MALE
57724652,2020/08/08,Other Cities,unknown,FEMALE
58120876,2020/08/24,Other Cities,unknown,MALE
17521208,2020/10/14,Other Cities,unknown,MALE
51814862,2019/12/19,Unknown,unknown,MALE
41407769,2020/12/09,Other Cities,unknown,MALE
33564053,2017/06/01,Unknown,unknown,MALE
52974267,2020/02/10,Unknown,unknown,MALE
46537002,2019/04/01,Other Cities,unknown,MALE
54392525,2020/03/13,Ho Chi Minh,unknown,FEMALE
54748322,2020/03/24,Unknown,unknown,MALE
15601032,2018/11/17,Ho Chi Minh,unknown,MALE
50747726,2020/04/11,Other Cities,unknown,MALE
46383556,2019/08/15,Ho Chi Minh,unknown,FEMALE
55803859,2020/05/07,Other Cities,unknown,FEMALE
54300247,2020/03/10,Other Cities,unknown,FEMALE
47431423,2019/08/31,Ho Chi Minh,unknown,MALE
3373534,2020/08/17,Other Cities,unknown,MALE
40073038,2017/10/04,Other Cities,unknown,MALE
43717587,2019/12/15,Ha Noi,unknown,MALE
34484702,2019/11/20,Ho Chi Minh,unknown,FEMALE
57984038,2020/08/19,Unknown,unknown,FEMALE
58312263,2020/09/10,Other Cities,unknown,MALE
54313525,2020/03/11,Unknown,unknown,FEMALE
56685575,2020/08/08,Other Cities,unknown,MALE
42575657,2018/07/20,Ho Chi Minh,unknown,FEMALE
45656633,2019/02/12,Unknown,unknown,MALE
48383556,2019/07/29,Other Cities,unknown,FEMALE
45198574,2019/01/23,Ho Chi Minh,unknown,MALE
47033563,2019/12/04,Other Cities,unknown,FEMALE
24445749,2019/10/05,Ho Chi Minh,unknown,FEMALE
52802608,2020/01/23,Other Cities,unknown,MALE
55003811,2020/04/03,Ho Chi Minh,unknown,FEMALE
49522573,2020/04/20,Ha Noi,unknown,FEMALE
41890487,2018/05/18,Ho Chi Minh,unknown,FEMALE
48524499,2019/09/12,Unknown,unknown,MALE
52167825,2019/12/30,Other Cities,unknown,MALE
49993149,2019/12/30,Other Cities,unknown,MALE
28775083,2016/10/31,Unknown,unknown,MALE
53895270,2020/02/23,Other Cities,unknown,MALE
50415712,2019/11/01,Other Cities,unknown,MALE
54154089,2020/03/04,Other Cities,unknown,MALE
4182714,2018/09/25,Other Cities,unknown,MALE
56239377,2020/07/10,Unknown,unknown,FEMALE
41771048,2019/11/02,Other Cities,unknown,FEMALE
46269159,2019/03/12,Other Cities,unknown,MALE
59761152,2020/10/29,Unknown,unknown,FEMALE
3412421,2020/05/07,Other Cities,unknown,FEMALE
61341345,2020/12/27,Other Cities,unknown,FEMALE
39668530,2017/10/01,Unknown,unknown,MALE
40833307,2018/02/15,Ho Chi Minh,unknown,MALE
19026297,2019/12/27,Ho Chi Minh,unknown,FEMALE
40736289,2018/11/18,Other Cities,unknown,FEMALE
36274327,2018/05/06,Other Cities,unknown,MALE
43359568,2018/10/04,Ho Chi Minh,unknown,FEMALE
53142381,2020/05/09,Other Cities,unknown,FEMALE
43523181,2019/11/16,Ha Noi,unknown,FEMALE
46923379,2020/03/17,Other Cities,unknown,MALE
53803806,2020/02/20,Ho Chi Minh,unknown,MALE
27159394,2020/04/13,Unknown,unknown,FEMALE
49752190,2020/05/14,Unknown,unknown,MALE
45092679,2019/01/16,Unknown,unknown,FEMALE
34116403,2017/09/15,Other Cities,unknown,MALE
47529169,2019/11/27,Ho Chi Minh,unknown,FEMALE
58443635,2020/09/07,Ha Noi,unknown,MALE
58052209,2020/09/10,Other Cities,unknown,MALE
28913925,2019/11/25,Unknown,unknown,FEMALE
45128349,2019/12/14,Other Cities,unknown,MALE
43041660,2020/11/06,Other Cities,unknown,MALE
59040287,2020/10/12,Other Cities,unknown,MALE
58081885,2020/09/30,Unknown,unknown,MALE
53364892,2020/06/25,Other Cities,unknown,FEMALE
38212230,2019/08/21,Ho Chi Minh,unknown,FEMALE
51556860,2019/12/10,Ho Chi Minh,unknown,FEMALE
37283104,2017/11/13,Unknown,unknown,MALE
49758046,2019/10/12,Other Cities,unknown,MALE
755450,2018/11/17,Other Cities,unknown,FEMALE
48369068,2019/07/28,Unknown,unknown,MALE
54769345,2020/03/24,Other Cities,unknown,MALE
32801611,2019/11/14,Ho Chi Minh,unknown,FEMALE
7033408,2020/04/03,Other Cities,unknown,FEMALE
40494733,2019/07/12,Ho Chi Minh,unknown,MALE
3417428,2019/08/15,Ho Chi Minh,unknown,FEMALE
47298221,2019/05/21,Other Cities,unknown,FEMALE
46275696,2019/10/20,Other Cities,unknown,FEMALE
3372239,2020/02/20,Ho Chi Minh,unknown,FEMALE
46174182,2019/10/25,Other Cities,unknown,FEMALE
32240408,2019/08/01,Other Cities,unknown,FEMALE
40258589,2017/11/14,Other Cities,unknown,MALE
49776903,2019/10/31,Other Cities,unknown,MALE
54127569,2020/03/03,Unknown,unknown,MALE
14012439,2017/08/03,Other Cities,unknown,MALE
51474707,2020/08/28,Other Cities,unknown,MALE
34906990,2018/06/17,Ho Chi Minh,unknown,FEMALE
644824,2020/09/29,Other Cities,unknown,MALE
43837809,2019/05/30,Other Cities,unknown,MALE
48075538,2019/07/10,Other Cities,unknown,FEMALE
59403363,2020/10/15,Other Cities,unknown,MALE
41757760,2018/11/20,Unknown,unknown,FEMALE
56017576,2020/05/19,Unknown,unknown,MALE
57067591,2020/09/21,Other Cities,unknown,MALE
49528678,2019/09/24,Other Cities,unknown,MALE
40944217,2020/01/09,Other Cities,unknown,MALE
56689550,2020/10/16,Other Cities,unknown,MALE
19807951,2020/10/19,Other Cities,unknown,MALE
40671528,2018/01/10,Ho Chi Minh,unknown,MALE
13893398,2017/08/23,Other Cities,unknown,FEMALE
45615780,2019/06/20,Ho Chi Minh,unknown,MALE
17268663,2019/04/01,Ha Noi,unknown,FEMALE
40725193,2018/01/07,Other Cities,unknown,MALE
51842248,2019/12/21,Ha Noi,unknown,MALE
52282081,2020/02/26,Ha Noi,unknown,MALE
47994915,2019/07/05,Unknown,unknown,MALE
45258740,2019/12/28,Other Cities,unknown,FEMALE
38634700,2020/02/28,Unknown,unknown,MALE
39565611,2019/06/17,Ho Chi Minh,unknown,FEMALE
49936622,2020/03/13,Other Cities,unknown,FEMALE
22863008,2019/05/04,Ho Chi Minh,unknown,FEMALE
48191489,2019/09/04,Ha Noi,unknown,FEMALE
52027539,2019/12/27,Ha Noi,unknown,FEMALE
4026651,2019/01/01,Other Cities,unknown,FEMALE
31800752,2020/08/05,Ho Chi Minh,unknown,MALE
42133195,2020/01/04,Other Cities,unknown,MALE
26906652,2020/09/24,Other Cities,unknown,MALE
48947911,2019/09/17,Unknown,unknown,FEMALE
59283160,2020/10/27,Other Cities,unknown,MALE
58353007,2020/09/03,Unknown,unknown,FEMALE
58294701,2020/08/31,Other Cities,unknown,FEMALE
48156212,2019/07/16,Unknown,unknown,MALE
11142970,2020/09/05,Unknown,unknown,MALE
8309420,2020/01/31,Other Cities,unknown,FEMALE
49293495,2019/09/13,Ha Noi,unknown,FEMALE
36897655,2019/11/08,Ho Chi Minh,unknown,FEMALE
53916756,2020/02/28,Other Cities,unknown,FEMALE
50509082,2019/12/15,Other Cities,unknown,MALE
42782561,2018/08/11,Other Cities,unknown,FEMALE
5249322,2019/03/31,Other Cities,unknown,MALE
10724471,2019/12/11,Ho Chi Minh,unknown,FEMALE
41729150,2019/01/18,Other Cities,unknown,MALE
15390869,2020/06/12,Ha Noi,unknown,MALE
53137895,2020/06/27,Other Cities,unknown,MALE
54467448,2020/03/15,Other Cities,unknown,FEMALE
23766639,2019/12/01,Ha Noi,unknown,FEMALE
48698530,2020/02/05,Other Cities,unknown,MALE
46611547,2020/07/07,Unknown,unknown,FEMALE
17907302,2019/10/07,Ho Chi Minh,unknown,FEMALE
31512723,2020/09/21,Other Cities,unknown,FEMALE
51781662,2020/09/23,Ha Noi,unknown,FEMALE
8931417,2018/08/14,Ha Noi,unknown,MALE
16785391,2020/08/06,Other Cities,unknown,MALE
26647731,2019/02/14,Unknown,unknown,MALE
59268512,2020/10/09,Other Cities,unknown,FEMALE
49539606,2020/09/01,Other Cities,unknown,FEMALE
24319876,2020/09/15,Other Cities,unknown,FEMALE
57950640,2020/08/17,Other Cities,unknown,MALE
52079210,2019/12/27,Ha Noi,unknown,MALE
51034041,2020/12/13,Other Cities,unknown,MALE
36370239,2018/12/04,Unknown,unknown,MALE
8073604,2019/07/26,Ha Noi,unknown,MALE
30037154,2017/01/06,Unknown,unknown,MALE
52232784,2020/01/03,Other Cities,unknown,FEMALE
41421253,2018/04/20,Other Cities,unknown,MALE
52939810,2020/04/17,Other Cities,unknown,MALE
1929207,2019/02/11,Other Cities,unknown,FEMALE
43893904,2018/11/07,Ha Noi,unknown,MALE
29839729,2017/08/30,Other Cities,unknown,MALE
50390091,2019/11/13,Ho Chi Minh,unknown,FEMALE
42635397,2020/05/09,Unknown,unknown,FEMALE
14846871,2018/08/31,Other Cities,unknown,MALE
39082101,2018/06/27,Ho Chi Minh,unknown,FEMALE
5026177,2018/07/02,Other Cities,unknown,MALE
40296654,2017/11/13,Other Cities,unknown,MALE
30037154,2017/01/06,Other Cities,unknown,MALE
47324587,2019/08/27,Other Cities,unknown,FEMALE
995105,2019/12/04,Other Cities,unknown,MALE
44882063,2019/06/18,Other Cities,unknown,MALE
54388866,2020/03/13,Unknown,unknown,FEMALE
37623604,2017/02/28,Ha Noi,unknown,FEMALE
58114236,2020/08/24,Other Cities,unknown,MALE
48445601,2019/12/24,Other Cities,unknown,MALE
50172024,2019/10/25,Other Cities,unknown,MALE
50033241,2019/10/18,Other Cities,unknown,FEMALE
39331816,2019/04/05,Other Cities,unknown,FEMALE
49167934,2019/10/22,Ho Chi Minh,unknown,MALE
51578920,2019/12/11,Ha Noi,unknown,FEMALE
51709577,2020/04/04,Other Cities,unknown,FEMALE
18251183,2020/02/14,Other Cities,unknown,MALE
51321746,2020/02/14,Other Cities,unknown,FEMALE
23718906,2019/10/24,Ho Chi Minh,unknown,FEMALE
47495339,2019/06/03,Other Cities,unknown,MALE
51643255,2019/12/13,Other Cities,unknown,MALE
56800854,2020/06/29,Other Cities,unknown,MALE
46177254,2019/03/07,Ho Chi Minh,unknown,FEMALE
30521024,2019/10/15,Other Cities,unknown,MALE
49675230,2020/03/19,Unknown,unknown,MALE
49784395,2020/08/22,Other Cities,unknown,MALE
49067698,2020/08/13,Other Cities,unknown,FEMALE
48638615,2019/10/03,Other Cities,unknown,MALE
33924212,2018/12/03,Other Cities,unknown,FEMALE
5081047,2020/07/29,Other Cities,unknown,MALE
41558096,2020/03/23,Other Cities,unknown,MALE
49480679,2020/02/23,Other Cities,unknown,FEMALE
59967915,2020/11/07,Other Cities,unknown,MALE
42450216,2019/07/06,Other Cities,unknown,MALE
57720762,2020/08/23,Other Cities,unknown,FEMALE
49063627,2020/10/20,Other Cities,unknown,MALE
57667999,2020/08/06,Unknown,unknown,FEMALE
58849779,2020/10/06,Other Cities,unknown,MALE
60724338,2020/12/03,Other Cities,unknown,MALE
49839972,2019/10/09,Other Cities,unknown,MALE
57607847,2020/08/04,Other Cities,unknown,FEMALE
39846258,2017/12/12,Unknown,unknown,MALE
44509356,2019/12/04,Unknown,unknown,FEMALE
50787941,2019/11/14,Other Cities,unknown,FEMALE
54601457,2020/03/20,Other Cities,unknown,MALE
32463311,2019/10/02,Other Cities,unknown,FEMALE
41320410,2018/03/15,Unknown,unknown,MALE
42665384,2018/07/24,Ha Noi,unknown,MALE
53665024,2020/02/20,Other Cities,unknown,FEMALE
51091828,2019/11/29,Other Cities,unknown,MALE
44281390,2018/12/30,Other Cities,unknown,MALE
40441704,2017/11/29,Other Cities,unknown,FEMALE
1949098,2017/12/21,Unknown,unknown,FEMALE
47749114,2019/08/24,Unknown,unknown,FEMALE
48419333,2019/07/30,Ho Chi Minh,unknown,FEMALE
40161270,2019/04/11,Ho Chi Minh,unknown,FEMALE
49668704,2019/10/10,Ho Chi Minh,unknown,FEMALE
21765132,2017/06/23,Unknown,unknown,FEMALE
139036,2019/10/17,Ho Chi Minh,unknown,FEMALE
51239141,2019/11/30,Other Cities,unknown,MALE
58610152,2020/09/14,Ho Chi Minh,unknown,MALE
55175553,2020/07/10,Other Cities,unknown,MALE
46335674,2020/10/04,Other Cities,unknown,FEMALE
27145943,2020/08/04,Other Cities,unknown,MALE
53834301,2020/03/04,Other Cities,unknown,MALE
170115,2018/05/23,Ho Chi Minh,unknown,MALE
26420077,2019/08/19,Ho Chi Minh,unknown,MALE
44307420,2018/12/06,Ha Noi,unknown,FEMALE
46336279,2019/04/03,Ho Chi Minh,unknown,FEMALE
46433633,2019/03/23,Unknown,unknown,FEMALE
53284716,2020/02/06,Ha Noi,unknown,MALE
33677187,2020/03/23,Unknown,unknown,MALE
55856163,2020/05/09,Other Cities,unknown,MALE
54198703,2020/03/08,Unknown,unknown,MALE
54170563,2020/03/28,Other Cities,unknown,MALE
53733319,2020/02/18,Other Cities,unknown,MALE
46820617,2019/04/19,Other Cities,unknown,FEMALE
40972072,2018/06/01,Other Cities,unknown,MALE
49240977,2019/10/05,Other Cities,unknown,MALE
40554410,2019/10/11,Other Cities,unknown,FEMALE
35701395,2016/11/21,Other Cities,unknown,FEMALE
48717362,2020/08/31,Ha Noi,unknown,FEMALE
55690875,2020/06/08,Unknown,unknown,MALE
37159607,2020/08/22,Unknown,unknown,MALE
45094549,2019/01/16,Other Cities,unknown,FEMALE
51674717,2020/09/21,Other Cities,unknown,MALE
47176509,2020/02/11,Other Cities,unknown,FEMALE
35409642,2018/01/06,Unknown,unknown,MALE
50927233,2019/11/22,Other Cities,unknown,MALE
58385975,2020/09/04,Unknown,unknown,MALE
43125176,2020/09/20,Other Cities,unknown,FEMALE
58705216,2020/09/18,Other Cities,unknown,FEMALE
59682097,2020/10/26,Unknown,unknown,MALE
60989952,2020/12/12,Unknown,unknown,FEMALE
42042771,2018/12/29,Ha Noi,unknown,MALE
42904318,2019/02/28,Other Cities,unknown,MALE
52008860,2019/12/25,Ho Chi Minh,unknown,FEMALE
25277291,2019/10/22,Other Cities,unknown,MALE
52252999,2020/01/23,Other Cities,unknown,FEMALE
51247322,2019/11/30,Other Cities,unknown,MALE
13915850,2019/09/03,Other Cities,unknown,FEMALE
46115734,2020/03/05,Unknown,unknown,MALE
42697652,2018/09/29,Ha Noi,unknown,FEMALE
54927411,2020/03/31,Ho Chi Minh,unknown,MALE
9475246,2019/11/27,Ho Chi Minh,unknown,FEMALE
51049645,2020/01/15,Ho Chi Minh,unknown,MALE
51984561,2020/02/26,Unknown,unknown,MALE
35805155,2017/01/06,Ha Noi,unknown,FEMALE
13975895,2017/02/28,Other Cities,unknown,FEMALE
57833410,2020/08/23,Other Cities,unknown,FEMALE
57378644,2020/07/27,Unknown,unknown,MALE
52056530,2020/07/01,Other Cities,unknown,FEMALE
58346208,2020/09/14,Unknown,unknown,MALE
53221849,2020/02/11,Other Cities,unknown,MALE
29298111,2019/11/17,Other Cities,unknown,MALE
50157057,2019/10/23,Other Cities,unknown,MALE
50340202,2020/05/26,Other Cities,unknown,MALE
50489881,2020/11/11,Unknown,unknown,FEMALE
51613745,2020/04/18,Other Cities,unknown,MALE
60116713,2020/11/24,Unknown,unknown,FEMALE
55826222,2020/05/08,Other Cities,unknown,FEMALE
45948970,2019/03/08,Other Cities,unknown,MALE
47169441,2019/12/05,Unknown,unknown,MALE
37557731,2019/10/23,Other Cities,unknown,FEMALE
38450633,2019/03/25,Other Cities,unknown,FEMALE
51961575,2019/12/25,Other Cities,unknown,FEMALE
51773830,2019/12/31,Other Cities,unknown,MALE
47338191,2019/06/30,Ho Chi Minh,unknown,MALE
54066969,2020/03/01,Other Cities,unknown,FEMALE
41571133,2018/04/11,Other Cities,unknown,MALE
18863341,2020/01/22,Unknown,unknown,MALE
47200931,2019/05/27,Other Cities,unknown,MALE
8138591,2019/04/11,Ho Chi Minh,unknown,MALE
39992609,2017/12/06,Unknown,unknown,FEMALE
40219671,2018/01/09,Ho Chi Minh,unknown,FEMALE
43168495,2018/09/30,Ha Noi,unknown,MALE
40723697,2019/07/23,Unknown,unknown,FEMALE
40590728,2020/01/17,Other Cities,unknown,FEMALE
46205628,2019/08/06,Ho Chi Minh,unknown,FEMALE
9850572,2019/11/19,Ho Chi Minh,unknown,MALE
45929424,2019/02/21,Other Cities,unknown,MALE
57921895,2020/08/16,Ha Noi,unknown,FEMALE
46490241,2020/09/23,Other Cities,unknown,MALE
54826510,2020/08/20,Ho Chi Minh,unknown,MALE
35792890,2019/08/07,Unknown,unknown,FEMALE
41922471,2020/03/24,Other Cities,unknown,FEMALE
47277781,2019/10/07,Other Cities,unknown,MALE
41457711,2018/03/30,Ha Noi,unknown,MALE
42320849,2018/09/25,Other Cities,unknown,FEMALE
50597699,2020/01/03,Other Cities,unknown,FEMALE
34838233,2017/04/17,Other Cities,unknown,FEMALE
55281441,2020/04/13,Other Cities,unknown,MALE
45487848,2019/02/22,Ho Chi Minh,unknown,FEMALE
48544021,2019/08/16,Other Cities,unknown,MALE
37741150,2020/06/17,Ho Chi Minh,unknown,FEMALE
50294062,2019/10/28,Other Cities,unknown,MALE
50017147,2019/10/17,Other Cities,unknown,MALE
58046439,2020/08/21,Other Cities,unknown,MALE
39420297,2019/12/25,Ho Chi Minh,unknown,FEMALE
44464271,2019/11/11,Other Cities,unknown,MALE
60032239,2020/11/07,Other Cities,unknown,FEMALE
3909148,2020/08/15,Other Cities,unknown,FEMALE
55821393,2020/05/08,Other Cities,unknown,MALE
56755635,2020/06/27,Ha Noi,unknown,FEMALE
44927141,2020/09/25,Other Cities,unknown,FEMALE
19388404,2020/12/31,Other Cities,unknown,MALE
42148969,2019/05/19,Ho Chi Minh,unknown,MALE
36622036,2016/11/21,Ho Chi Minh,unknown,FEMALE
39321018,2019/07/17,Other Cities,unknown,FEMALE
6685388,2018/10/10,Other Cities,unknown,MALE
38968791,2017/12/21,Other Cities,unknown,FEMALE
41788450,2018/05/10,Other Cities,unknown,FEMALE
44647073,2019/06/16,Ho Chi Minh,unknown,FEMALE
47131186,2019/11/29,Ho Chi Minh,unknown,FEMALE
42224129,2018/06/15,Other Cities,unknown,FEMALE
41236340,2018/03/02,Other Cities,unknown,MALE
49940277,2019/10/14,Ho Chi Minh,unknown,FEMALE
47349697,2020/03/22,Ho Chi Minh,unknown,MALE
36538467,2016/11/09,Other Cities,unknown,FEMALE
57628700,2020/08/09,Ho Chi Minh,unknown,MALE
50413941,2020/08/14,Other Cities,unknown,FEMALE
57285286,2020/08/11,Other Cities,unknown,MALE
46262887,2020/11/18,Other Cities,unknown,FEMALE
26766512,2019/12/22,Other Cities,unknown,MALE
40369244,2018/09/26,Ha Noi,unknown,FEMALE
1288055,2019/06/09,Other Cities,unknown,MALE
42848548,2019/08/30,Ho Chi Minh,unknown,FEMALE
54591632,2020/03/20,Unknown,unknown,MALE
18272464,2018/04/30,Ho Chi Minh,unknown,MALE
47032684,2020/01/22,Ho Chi Minh,unknown,MALE
41646837,2018/04/20,Ho Chi Minh,unknown,FEMALE
49591474,2019/11/15,Other Cities,unknown,MALE
46045362,2020/01/22,Ha Noi,unknown,FEMALE
50950969,2019/11/20,Other Cities,unknown,FEMALE
56589804,2020/06/17,Other Cities,unknown,FEMALE
55043494,2020/07/06,Other Cities,unknown,MALE
57258240,2020/07/23,Unknown,unknown,FEMALE
55524798,2020/04/24,Other Cities,unknown,FEMALE
58014982,2020/08/23,Other Cities,unknown,FEMALE
39185834,2017/06/12,Unknown,unknown,FEMALE
51870492,2019/12/20,Ho Chi Minh,unknown,MALE
55802688,2020/05/07,Ha Noi,unknown,MALE
59172586,2020/10/06,Other Cities,unknown,FEMALE
51613880,2020/09/22,Other Cities,unknown,MALE
48888194,2019/08/22,Unknown,unknown,MALE
54438511,2020/03/14,Other Cities,unknown,FEMALE
43684828,2020/05/04,Unknown,unknown,MALE
56731971,2020/10/10,Unknown,unknown,MALE
52934247,2020/11/21,Other Cities,unknown,MALE
49894719,2019/10/14,Other Cities,unknown,FEMALE
53105771,2020/12/31,Other Cities,unknown,MALE
44056307,2019/09/25,Ho Chi Minh,unknown,MALE
51280437,2020/03/07,Ho Chi Minh,unknown,MALE
54695727,2020/03/26,Ho Chi Minh,unknown,MALE
52230996,2020/01/01,Ho Chi Minh,unknown,MALE
3048617,2020/03/03,Ho Chi Minh,unknown,FEMALE
44967451,2019/04/22,Ha Noi,unknown,MALE
40211983,2017/11/01,Other Cities,unknown,MALE
46532276,2019/03/30,Other Cities,unknown,FEMALE
55190164,2020/07/19,Other Cities,unknown,MALE
57309518,2020/08/23,Other Cities,unknown,FEMALE
58608197,2020/09/14,Other Cities,unknown,FEMALE
58074176,2020/08/22,Other Cities,unknown,MALE
50745521,2019/11/12,Other Cities,unknown,MALE
60871183,2020/12/08,Other Cities,unknown,FEMALE
57027731,2020/08/26,Other Cities,unknown,FEMALE
45412746,2020/10/02,Ha Noi,unknown,MALE
31462642,2018/08/06,Ho Chi Minh,unknown,MALE
6896923,2018/04/15,Ho Chi Minh,unknown,FEMALE
46963552,2019/04/28,Ha Noi,unknown,MALE
48443969,2019/08/01,Other Cities,unknown,MALE
43078203,2018/08/28,Unknown,unknown,FEMALE
52827278,2020/02/17,Ha Noi,unknown,MALE
42394744,2019/10/31,Ho Chi Minh,unknown,FEMALE
35890870,2016/08/06,Unknown,unknown,MALE
47694080,2019/06/17,Unknown,unknown,MALE
48564210,2019/08/28,Other Cities,unknown,FEMALE
49829379,2019/11/25,Ho Chi Minh,unknown,MALE
55349457,2020/04/16,Other Cities,unknown,MALE
50904295,2019/12/18,Ha Noi,unknown,FEMALE
53333901,2020/02/08,Other Cities,unknown,MALE
43179017,2018/09/07,Ha Noi,unknown,FEMALE
40545502,2018/11/30,Ho Chi Minh,unknown,MALE
36291178,2016/10/17,Other Cities,unknown,FEMALE
40215745,2019/12/24,Other Cities,unknown,MALE
41759880,2018/05/01,Unknown,unknown,FEMALE
51117249,2019/11/26,Other Cities,unknown,MALE
54473800,2020/03/17,Other Cities,unknown,FEMALE
47553286,2019/06/07,Other Cities,unknown,MALE
51861172,2019/12/20,Ha Noi,unknown,MALE
56215593,2020/07/06,Ho Chi Minh,unknown,FEMALE
36489633,2020/08/04,Other Cities,unknown,MALE
60555746,2020/11/25,Unknown,unknown,MALE
47632016,2019/06/13,Other Cities,unknown,MALE
58206618,2020/08/28,Other Cities,unknown,FEMALE
5185612,2020/11/20,Other Cities,unknown,MALE
57835593,2020/12/18,Other Cities,unknown,FEMALE
52347272,2020/01/06,Ha Noi,unknown,MALE
51311237,2019/12/12,Unknown,unknown,FEMALE
42836029,2019/11/14,Other Cities,unknown,FEMALE
39376221,2017/07/01,Other Cities,unknown,MALE
44824055,2020/01/16,Other Cities,unknown,MALE
46914775,2019/04/25,Ho Chi Minh,unknown,FEMALE
40481531,2019/09/21,Other Cities,unknown,MALE
41760820,2018/05/03,Other Cities,unknown,MALE
32342779,2019/09/17,Ho Chi Minh,unknown,MALE
49028891,2019/09/01,Other Cities,unknown,MALE
46923440,2019/04/26,Other Cities,unknown,MALE
50913331,2019/12/01,Ho Chi Minh,unknown,MALE
46173832,2019/03/07,Other Cities,unknown,MALE
40899611,2019/12/28,Other Cities,unknown,FEMALE
57035459,2020/07/10,Unknown,unknown,MALE
41953829,2018/05/24,Other Cities,unknown,FEMALE
44522453,2019/03/25,Ha Noi,unknown,MALE
47172389,2019/05/13,Ho Chi Minh,unknown,FEMALE
32038082,2019/10/01,Other Cities,unknown,FEMALE
56755482,2020/06/27,Other Cities,unknown,FEMALE
26587790,2020/06/16,Other Cities,unknown,FEMALE
46139418,2019/03/01,Unknown,unknown,MALE
58032874,2020/08/21,Other Cities,unknown,FEMALE
25346754,2020/08/12,Other Cities,unknown,FEMALE
58976786,2020/09/28,Other Cities,unknown,FEMALE
59080170,2020/10/03,Unknown,unknown,FEMALE
53224099,2020/03/02,Other Cities,unknown,FEMALE
49520637,2020/03/25,Other Cities,unknown,MALE
59720306,2020/11/06,Unknown,unknown,MALE
43450713,2018/09/24,Other Cities,unknown,FEMALE
51898308,2020/08/11,Other Cities,unknown,MALE
42471969,2018/07/14,Ha Noi,unknown,FEMALE
50211356,2019/12/11,Unknown,unknown,MALE
16231655,2019/05/12,Other Cities,unknown,MALE
38518550,2017/12/20,Ho Chi Minh,unknown,MALE
41021819,2019/10/25,Other Cities,unknown,FEMALE
20759635,2019/02/28,Other Cities,unknown,FEMALE
49276147,2019/11/30,Ho Chi Minh,unknown,FEMALE
52085710,2019/12/27,Other Cities,unknown,MALE
48881569,2019/08/23,Ho Chi Minh,unknown,FEMALE
53474053,2020/02/11,Other Cities,unknown,MALE
34966450,2019/11/18,Other Cities,unknown,FEMALE
51880389,2020/01/10,Other Cities,unknown,FEMALE
48007455,2019/07/05,Other Cities,unknown,MALE
36408264,2016/10/28,Other Cities,unknown,FEMALE
44972548,2020/06/24,Other Cities,unknown,FEMALE
43274430,2019/07/16,Ho Chi Minh,unknown,MALE
39452569,2017/07/11,Other Cities,unknown,MALE
31886769,2020/06/12,Other Cities,unknown,FEMALE
49504511,2019/12/28,Unknown,unknown,FEMALE
34418355,2020/03/07,Ha Noi,unknown,MALE
58098367,2020/08/27,Ho Chi Minh,unknown,FEMALE
57641254,2020/09/28,Other Cities,unknown,MALE
28214544,2020/01/01,Other Cities,unknown,FEMALE
58549687,2020/11/21,Unknown,unknown,MALE
59393746,2020/11/19,Other Cities,unknown,FEMALE
56597583,2020/06/20,Ha Noi,unknown,FEMALE
51032713,2019/12/06,Other Cities,unknown,MALE
49119696,2019/10/07,Other Cities,unknown,MALE
45695246,2019/09/08,Ha Noi,unknown,FEMALE
